name	term	lev	seq	value
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup30058	-1.6
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup30064	-0.1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup30288	-0.8
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup30607	-2.8
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup3098	0.1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup31052	0.3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup31103	0.4
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup31127	0.7
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup31176	0.8
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup31480	0
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup3165	1.6
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup31665	-0.3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup31865	-2.9
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup3187	0.7
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup3229	-0.5
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup323	0.2
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup32469	0.1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup32762	-8.6
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup3286	0.8
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup32960	0.8
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup33058	0
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup3309	1.3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup3318	-3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup332	0.2
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup3324	0.3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup3329	0.1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup33500	0.4
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup3357	1.7
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup33880	-1.5
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup34040	0.5
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup34229	0.3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup34341	-1.3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup34392	1.3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup3452	-0.9
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup34578	-0.4
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup3476	0.6
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup34957	-0.3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup3517	0
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup3529	2.5
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup35394	-0.2
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup35644	-1.4
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup35743	-0.4
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup36018	-6.8
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup3606	0.1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup36213	0.6
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup3633	0.4
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup3665	-0.3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup3674	1.1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup37062	-0.1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup37197	0.3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup3734	-0.9
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup37396	-0.2
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup37530	0.3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup37794	-0.2
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup3816	-0.1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup3832	-0.1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup3852	0
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup38586	0.3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup38647	0.8
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup3868	1.8
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup39012	-0.9
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup39183	1.4
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup393	0.9
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup3945	0.1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup39468	0.5
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup3969	0.6
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup3970	0
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup3984	0.3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup39859	-0.1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup40382	0.4
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup40464	-0.6
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup4063	0.1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup41301	0.2
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup4147	-0.2
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup41722	-0.1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup4186	-1.7
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup4212	-0.4
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup4216	-2.4
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup4222	-0.2
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup4239	0
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup42435	-0.4
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup4246	1.5
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup42585	-0.4
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup42594	0.3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup4310	0.9
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup4329	1.2
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup43296	0.1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup43474	0
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup43732	0.1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup4406	4.8
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup44093	0.1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup4418	1.7
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup4422	7.3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup4441	0.3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup4445	1.3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup4482	-3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup4483	1.9
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup4503	0.2
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup4509	0.4
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup4517	0.6
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup4551	-5.2
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup45577	-0.5
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup4591	1.7
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup46047	-0.2
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup46158	0
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup46210	0.3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup4623	-6.4
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup46249	-0.1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup4628	0.5
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup46530	-6.1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup468	0.3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup472	0.3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup475	1.4
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup4767	1.7
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup4777	-2.3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup4785	-6.1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup4787	-0.2
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup4816	0.2
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup4837	-0.7
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup4842	0.3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup4855	0.6
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup488	2.3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup4885	0.7
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup4902	0.1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup4912	0.4
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup4933	0.5
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup497	1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup5088	0.1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup509	1.3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup5100	-3.9
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup5125	0.7
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup513	0
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup5130	0.1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup5186	0.1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup520	5.3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup5204	0.8
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup5207	-2.5
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup5302	-8
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup531	-1.5
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup5324	0.2
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup5409	-0.6
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup55	0.2
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup5515	-0.5
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup5520	-0.5
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup5534	-0.1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup5564	0.3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup5577	-1.2
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup5582	0.6
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup56	1.5
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup5602	-1.9
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup5652	-1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup5671	10
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup5723	-0.6
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup5783	0.4
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup5804	-1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup583	3.9
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup5840	1.3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup5962	-0.2
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup5985	0.3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup6061	1.2
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup6066	-0.1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup6137	1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup6144	0.3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup6147	-0.8
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup6165	0.2
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup6186	-0.6
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup6192	0.3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup6197	0.1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup6252	-0.1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup6273	0.1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup6294	-1.3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup6304	0.8
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup6368	3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup6372	-0.7
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup6400	0
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup644	2.1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup6575	-0.3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup6595	1.5
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup6608	1.5
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup6691	2.3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup6698	-1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup6709	0.2
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup6730	-2.6
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup6778	0.1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup6784	-1.4
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup6806	-0.7
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup6822	-3.3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup6843	-0.4
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup6845	3.4
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup6852	0.4
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup6887	0.3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup690	0.9
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup6985	1.2
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup699	0
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup7008	0.5
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup7019	-6.5
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup703	2.7
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup7069	-0.4
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup7089	1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup7100	5.2
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup7101	8.2
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup7109	0.5
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup7131	0
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup7139	0.1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup7166	-2.7
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup7170	0.7
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup7208	-1.1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup7243	0.4
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup7279	-0.3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup7293	-0.2
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup7317	-1.3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup7399	2.9
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup7400	0
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup7515	-3.4
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup7540	0.5
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup7548	0.2
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup7618	0.8
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup7643	0.2
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup7694	-1.8
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup7711	-0.6
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup7727	1.2
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup775	4.3
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup7767	0
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup7829	0.4
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup784	-0.7
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup7876	10
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup7951	-8.7
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup8029	-0.1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup803	1.8
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup81	1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup8112	0.5
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup8163	-1.2
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup8166	0.2
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup8167	-1.2
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup818	-0.5
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup8183	-0.2
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup8194	-4.2
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup8195	-0.5
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup8262	0
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup8263	2.5
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup8410	-1.1
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup8457	0.9
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup8479	-3.8
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup8488	1.2
"organic cyclic compound metabolic process"	GO:0006725;GO:1901360;GO:0006139;GO:0046483	2	isogroup8537	0.3
